"type","origin","angles","scale","fade","mantle","visible","mdl","collection"
"dynamic_prop","<2120.8750,-1856.0890,895.9968>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 01"
"dynamic_prop","<2048.0000,2112.0000,0.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/construction_bldg_platform_01.rmdl","floor"
"dynamic_prop","<-2946.0000,1152.0000,1151.8000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","building 02 center"
"dynamic_prop","<560.6000,2365.0000,2024.0010>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/desertlands_city_slanted_building_01_slice_02.rmdl","03"
"dynamic_prop","<-876.0000,-2557.6000,1950.0030>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<-145.1005,-408.3204,384.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 02"
"dynamic_prop","<-2046.4190,-2301.1610,1919.9930>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","cage left center"
"dynamic_prop","<-2493.9970,-1918.0010,1025.6960>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","building 06 center"
"dynamic_prop","<456.0000,-2046.0010,512.8478>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 01"
"dynamic_prop","<2648.0000,2314.3000,2336.0000>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/desertlands_city_slanted_building_01_slice_02.rmdl","04"
"dynamic_prop","<1494.9990,352.0000,256.4239>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 02"
"dynamic_prop","<-971.6407,-344.7397,128.0000>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 04"
"dynamic_prop","<-2884.0000,445.9999,128.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","building 02 center"
"dynamic_prop","<-1043.3000,2353.0000,224.0011>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","05"
"dynamic_prop","<-1808.4200,-466.3591,127.9995>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","wall 03"
"dynamic_prop","<456.0000,-2046.0010,1025.6960>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 01"
"dynamic_prop","<-1598.0010,-2046.0010,1282.1200>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","building 06 center"
"dynamic_prop","<-24.2921,1156.3000,647.9978>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/ola/sewer_railing_01_corner_in.rmdl","balcony 02"
"dynamic_prop","<0.0000,1760.0000,0.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/construction_bldg_platform_01.rmdl","floor"
"dynamic_prop","<-2244.0000,2184.0000,769.2750>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","building 01 center"
"dynamic_prop","<-958.0031,-2142.0000,1384.4850>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/wall_city_panel_concrete_192_01.rmdl","building 06 center"
"dynamic_prop","<-3003.0000,-382.9999,1120.0050>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<-2749.0000,-256.0000,256.4250>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","building 03 center"
"dynamic_prop","<2248.0000,-737.9969,1538.5440>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 02"
"dynamic_prop","<1208.0000,-2557.6000,1278.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<-1855.0000,660.0000,336.5000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_ceiling_256x256_06.rmdl","floor"
"dynamic_prop","<2120.0000,1111.7020,1663.9940>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","wall 05"
"dynamic_prop","<2648.0000,1256.1400,2520.0000>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/desertlands_city_slanted_building_01_slice_02.rmdl","04"
"dynamic_prop","<-1872.0000,-401.9393,0.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/industrial/city_light.rmdl","lights"
"dynamic_prop","<-52.9248,-2173.8190,1416.0070>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","wall"
"dynamic_prop","<-1471.0010,532.0002,0.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_512x352_01.rmdl","wall 01"
"dynamic_prop","<-1418.9980,2032.0000,1020.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/city_pipe_grate_medium_128.rmdl","line 03"
"dynamic_prop","<200.0007,-2174.0060,2002.1560>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_ceiling_128x128_06.rmdl","floor"
"dynamic_prop","<-3003.0000,1701.0000,672.0033>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<71.9409,2027.6810,127.9995>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 03"
"dynamic_prop","<2231.0000,-974.1085,168.0118>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/construction_bldg_column_stack_01.rmdl","wall 02"
"dynamic_prop","<-3039.0000,-1095.8000,2594.1000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/desertlands_city_slanted_building_01_wall_pillar_64.rmdl","01"
"dynamic_prop","<-1097.9990,2054.3990,1151.9960>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 02"
"dynamic_prop","<-3003.0000,-643.5000,1792.0080>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<71.9409,1391.8800,1407.9950>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 03"
"dynamic_prop","<72.0014,-2430.0000,1794.9680>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 03"
"dynamic_prop","<-2253.4810,-784.2593,127.9995>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","wall 01"
"dynamic_prop","<-2628.0000,1800.0000,769.2750>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","building 01 center"
"dynamic_prop","<-1598.0010,-2046.0010,0.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","building 06 center"
"dynamic_prop","<-1824.8000,2353.0000,1568.0070>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","05"
"dynamic_prop","<1090.3010,1799.9640,512.8478>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 02"
"dynamic_prop","<71.9409,1646.2000,1151.9960>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 03"
"dynamic_prop","<-2749.0000,256.0001,256.4250>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","building 03 center"
"dynamic_prop","<-165.0211,-1140.0000,640.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 06"
"dynamic_prop","<1297.3200,-949.2607,1152.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","wall 01"
"dynamic_prop","<-1097.9990,2308.7200,1663.9940>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","wall 02"
"dynamic_prop","<-2063.9810,-719.1503,256.0991>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/levels_terrain/mp_rr_desertlands/desertlands_z12_mid_platform_01.rmdl","floor"
"dynamic_prop","<1729.0000,-2557.6000,1502.0010>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<2048.0000,-352.0000,0.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/construction_bldg_platform_01.rmdl","floor"
"dynamic_prop","<-3007.0000,1578.1560,1316.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/colony/colony_wall_run_plate.rmdl","wallrun 01"
"dynamic_prop","<-3039.0000,-1731.8000,3166.3000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/desertlands_city_slanted_building_01_wall_pillar_64.rmdl","01"
"dynamic_prop","<1992.0360,-2431.6900,2032.9930>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_ceiling_256x256_06.rmdl","floor"
"dynamic_prop","<2120.0000,-97.9991,256.4239>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 01"
"dynamic_prop","<-3003.0000,-122.4999,448.0022>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<947.5000,-2557.6000,1950.0030>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<-292.6802,-1526.0000,1152.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","wall 07"
"dynamic_prop","<-1.3000,2353.0000,2240.0100>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","05"
"dynamic_prop","<-3003.0000,-122.4999,1344.0060>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<-143.0000,-154.0000,1281.0000>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/levels_terrain/mp_rr_desertlands/desertlands_z12_mid_platform_01.rmdl","floor 01"
"dynamic_prop","<-1097.9990,1418.5980,639.9978>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 02"
"dynamic_prop","<2477.1990,1587.5030,1792.9680>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/beacon/beacon_server_stand_01.rmdl","server 02"
"dynamic_prop","<2311.6150,-1792.5080,1151.9960>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 02"
"dynamic_prop","<-3003.0000,138.0001,672.0033>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<-1042.4190,1340.3000,639.9978>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 01"
"dynamic_prop","<917.0000,-694.9392,896.0000>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 05"
"dynamic_prop","<1124.2000,-1520.8000,1281.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/beacon/construction_plastic_mat_black_01.rmdl","02"
"dynamic_prop","<855.0009,-32.0163,512.8478>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 03"
"dynamic_prop","<2048.0000,2464.0000,0.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/construction_bldg_platform_01.rmdl","floor"
"dynamic_prop","<-2775.8000,-405.6999,1286.0200>","<0.0000,146.1000,0.0000>",1,50000,true,true,"mdl/industrial/traffic_barrel_01.rmdl","building 04 center"
"dynamic_prop","<-1824.8000,2353.0000,1792.0080>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","05"
"dynamic_prop","<-2884.0000,1288.0000,256.4250>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","building 01 center"
"dynamic_prop","<1494.9990,607.9991,1025.6960>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 02"
"dynamic_prop","<2628.3000,-2315.9000,2274.9930>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/firstgen/firstgen_pipe_curve_cloth_01.rmdl","pipe"
"dynamic_prop","<-2237.1590,-2237.5810,127.9995>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","cage left center"
"dynamic_prop","<-1.3000,2353.0000,1792.0080>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","05"
"dynamic_prop","<2025.4600,2422.0000,2520.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/desertlands_city_slanted_building_01_slice_01.rmdl","01"
"dynamic_prop","<-1024.0000,2112.0000,0.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/construction_bldg_platform_01.rmdl","floor"
"dynamic_prop","<2648.0000,-743.0000,1288.0010>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/desertlands_city_slanted_building_01_slice_01.rmdl","02"
"dynamic_prop","<-1982.8390,-2237.5810,127.9995>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","cage left center"
"dynamic_prop","<-2109.9990,-2174.0000,2308.2550>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/imc_base/imc_portable_ext_floorpanel_256x256_dark_01.rmdl","top floor 01 center"
"dynamic_prop","<2120.8750,-2237.5690,1919.9930>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","wall 01"
"dynamic_prop","<-3039.0000,-1477.4000,2880.2000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/desertlands_city_slanted_building_01_wall_pillar_64.rmdl","01"
"dynamic_prop","<2057.2950,-2301.1490,127.9995>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 03"
"dynamic_prop","<-1097.9990,1672.9190,639.9978>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 02"
"dynamic_prop","<-3039.0000,-1859.0000,2594.1000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/desertlands_city_slanted_building_01_wall_pillar_64.rmdl","01"
"dynamic_prop","<-782.8000,2353.0000,2464.0110>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","05"
"dynamic_prop","<1195.0000,2311.0000,1898.0040>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<-1024.0000,1760.0000,0.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/construction_bldg_platform_01.rmdl","floor"
"dynamic_prop","<-1162.9960,1968.0010,1020.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/city_pipe_grate_medium_128.rmdl","line 04"
"dynamic_prop","<45.6408,-217.5803,1152.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","wall 03"
"dynamic_prop","<-2621.9970,-2430.0000,2308.2550>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/imc_base/imc_portable_ext_floorpanel_256x256_dark_01.rmdl","top floor 01 center"
"dynamic_prop","<519.7000,2353.0000,0.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","05"
"dynamic_prop","<-1043.3000,2353.0000,2240.0100>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","05"
"dynamic_prop","<1093.4950,-2302.3590,1462.1200>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/industrial/zipline_arm.rmdl","arm"
"dynamic_prop","<1094.2960,-2301.3590,1282.1200>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/industrial/security_fence_post.rmdl","fence_post"
"dynamic_prop","<2503.9990,-737.9969,512.8478>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 02"
"dynamic_prop","<2120.0000,603.0608,1663.9940>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","wall 05"
"dynamic_prop","<2375.9990,1747.5030,1792.9680>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/levels_terrain/mp_rr_desertlands/desertlands_z12_mid_platform_01.rmdl","floor 02"
"dynamic_prop","<-968.7591,1281.4600,127.9995>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","lil base"
"dynamic_prop","<-3007.0000,1675.3110,1316.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/colony/colony_wall_run_plate.rmdl","wallrun 01"
"dynamic_prop","<-780.9007,-408.3204,384.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 02"
"dynamic_prop","<687.0000,-2557.6000,2398.0050>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<-908.0597,100.3204,384.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 01"
"dynamic_prop","<-1418.9980,2160.0090,1020.0000>","<0.0000,-180.0000,180.0000>",1,50000,true,true,"mdl/desertlands/city_pipe_grate_medium_128.rmdl","line 01"
"dynamic_prop","<456.0000,-2046.0010,1538.5440>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 01"
"dynamic_prop","<-1043.3000,2353.0000,1120.0050>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","05"
"dynamic_prop","<-2173.5790,-2301.1610,639.9977>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","cage left center"
"dynamic_prop","<2120.0000,730.2209,1151.9960>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 05"
"dynamic_prop","<724.6012,-1526.0000,384.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 07"
"dynamic_prop","<-2749.0000,-834.8400,384.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","building 04 center"
"dynamic_prop","<519.7000,2353.0000,1120.0050>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","05"
"dynamic_prop","<1297.3200,-1203.5810,384.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 01"
"dynamic_prop","<2237.3010,2336.7000,1792.8000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/beacon/beacon_server_half_stand_01.rmdl","server wall"
"dynamic_prop","<1345.8280,1352.0380,1026.0960>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/levels_terrain/mp_rr_desertlands/desertlands_z12_mid_platform_01.rmdl","floor"
"dynamic_prop","<1111.0000,-32.0163,769.2717>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 03"
"dynamic_prop","<2648.0000,-743.0000,2024.0010>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/desertlands_city_slanted_building_01_slice_02.rmdl","02"
"dynamic_prop","<-2685.0000,-1028.4990,383.9986>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","building 05 center"
"dynamic_prop","<-971.6408,-90.4197,640.0000>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 04"
"dynamic_prop","<-660.9384,1340.3000,1151.9960>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 01"
"dynamic_prop","<-1097.9990,2308.7200,1151.9960>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 02"
"dynamic_prop","<-355.0000,-2557.6000,1726.0020>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<-1546.9990,1968.0110,1020.0000>","<0.0000,-180.0000,180.0000>",1,50000,true,true,"mdl/desertlands/city_pipe_grate_medium_128.rmdl","line 04"
"dynamic_prop","<2648.0000,2314.3000,1968.0000>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/desertlands_city_slanted_building_01_slice_01.rmdl","04"
"dynamic_prop","<-533.7781,1340.3000,1663.9940>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","wall 01"
"dynamic_prop","<-2749.0000,-707.6800,640.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","building 04 center"
"dynamic_prop","<1468.5000,-2557.6000,1502.0010>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<1090.3000,2311.9620,512.8478>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 02"
"dynamic_prop","<-2884.0000,1800.0000,769.2750>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","building 01 center"
"dynamic_prop","<-1546.9990,2032.0100,1020.0000>","<0.0000,-180.0000,180.0000>",1,50000,true,true,"mdl/desertlands/city_pipe_grate_medium_128.rmdl","line 03"
"dynamic_prop","<2288.9990,2287.4030,2120.9680>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/ola/sewer_railing_01_64.rmdl","balcony"
"dynamic_prop","<-3039.0000,-1731.8000,2880.2000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/desertlands_city_slanted_building_01_wall_pillar_64.rmdl","01"
"dynamic_prop","<-533.7781,1340.3000,383.9987>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 01"
"dynamic_prop","<-958.0031,-2142.0000,755.1744>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/wall_city_panel_concrete_192_01.rmdl","building 06 center"
"dynamic_prop","<1106.5800,-631.3591,128.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 03"
"dynamic_prop","<-533.7781,962.5997,127.9995>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","lil base"
"dynamic_prop","<1106.5800,-1648.6410,128.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 02"
"dynamic_prop","<-1598.0010,-2046.0010,1794.9680>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","building 06 center"
"dynamic_prop","<560.6000,2365.0000,1656.0010>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/desertlands_city_slanted_building_01_slice_02.rmdl","03"
"dynamic_prop","<855.0009,-32.0163,1025.6960>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 03"
"dynamic_prop","<71.9409,1646.2000,1663.9940>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","wall 03"
"dynamic_prop","<1729.8500,1160.0570,512.8478>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 01"
"dynamic_prop","<855.0008,736.0162,769.2717>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 04"
"dynamic_prop","<-37.8610,-1140.0000,640.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 06"
"dynamic_prop","<2120.8750,-2110.4090,895.9968>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 01"
"dynamic_prop","<343.1204,-1526.0000,896.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 07"
"dynamic_prop","<2248.0000,-737.9969,0.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 02"
"dynamic_prop","<1976.5000,2311.0000,2122.0050>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<-279.4577,1340.3000,1663.9940>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","wall 01"
